smiles_a,gene,smiles_b,pic50_a,pic50_b,relation_a,relation_b
CC(=O)N1CCN(C2CCC(n3nc(-c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c4c(N)ncnc43)CC2)CC1,CAMK1,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,5.9,5.48,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CAMKK1,CCOc1ccc2c(-c3ccc(C(=O)O)c(C(C)C)c3)ncnc2c1,6.38,7.33,=,=
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,ULK3,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,8.22,6.45,=,=
COc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1N1CCNCC1,BMPR2,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,6.6,6.0,=,=
CN(C)[C@H]1C[C@@]23CC[C@@]4(O2)C(=CC[C@]2(C)[C@@H](c5ccc6ccncc6c5)CC[C@H]24)C=C3[C@@H](O)[C@@H]1O,CDK19,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cn1,8.0,5.7,=,=
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,MAP2K2,OCc1cc(-c2ccc3[nH]ncc3c2)on1,5.7,4.8,=,=
O=C(Nc1cccc2cccnc12)c1n[nH]c2ccc(-c3cccnc3)cc12,DYRK1A,O=c1[nH]c2ccc(Cl)cc2c2ncnn12,5.66,4.2,=,=
FC(F)(F)c1cnc(Nc2ccc3c(c2)OCO3)nc1N1CCCC1,ULK1,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,5.96,5.1,=,=
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,MASTL,CC[C@](C)(N)c1ccnc(Nc2cc3cc(-c4cnnn4C)nc(N)c3cn2)c1,6.0,10.3,=,=
CC(C)(O)C#Cc1cc2c(cn1)c(C1CCOCC1)cn2-c1ccnc(N)n1,TTBK1,CC(C)(O)/C=C/c1cc2c(cn1)cnn2-c1ccnc(N)n1,7.45,5.71,=,=
O=C(O)c1ccc2noc(-c3ccc(N4CCCC4=O)cc3)c2c1,IP6K3,O=C(O)c1ccc2noc(-c3ccc(-c4cccnc4)cc3)c2c1,5.66,6.21,=,=
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,CAMKK2,O=C(O)c1ccc(-c2ncnc3ccc(-c4ccccc4)cc23)cc1C1CCCC1,4.28,6.98,=,=
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(CCCN5CCN(CCCO)CC5)c4)nc3c2)c1.Cl,FGFR4,CCC(=O)Nc1cccc(C)c1Nc1cc(-c2cccnc2Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,7.78,6.84,=,=
Nc1ncc(-c2nnn(CCCO)n2)cc1-c1cc2cc(NC(=O)Nc3ccc(F)c(C(F)(F)F)c3)ccc2s1,EIF2AK2,O=C1NC(=O)/C(=C/c2c[nH]c3ccc(Br)cc23)N1,7.0,5.4,=,=
C=CC(=O)N1CC(OCCn2c(=O)c(-c3c(Cl)c(OC)cc(OC)c3Cl)cc3cnc(NCCN4CCN(C)CC4)nc32)C1,FGFR2,COc1cc(OC)c(F)c(N2Cc3cnc(-c4cn(C)nc4C)cc3N(C)C2=O)c1F,7.9,6.94,=,=
CNC(=O)Cn1cc(-c2cnc3ccc(N(CCCNC(C)C)c4cc(OC)cc(OC)c4)cc3n2)cn1,FGFR4,COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CCF)c4)nc3c2)c1,7.98,7.04,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,NEK3,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,5.62,5.04,=,=
N#Cc1ncc2nc1OCCCCOc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2,PBK,O=C(N[C@H]1CCCNC1)c1ccnc2nc(-c3ccc(N4CCCC(O)C4)s3)[nH]c12,5.29,6.2,=,=
CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3n[nH]c4ncccc34)c(F)cc2Cl)CCN1,PRKCE,O=C(N[C@H]1C[C@@H](CO)C[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,9.0,6.58,=,=
Cc1nnc(-c2cnc(-c3cccc(-c4cnn(C)c4)c3)nc2NC2CCN(S(C)(=O)=O)CC2)s1,IRAK1,Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCC(CO)C4)n3)c2)cn1,6.26,5.52,=,=
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1O,PIM1,Cn1cc(-c2cc3c(-c4cccc(N5C[C@H](N)C[C@@H](F)C5)n4)n[nH]c3cn2)cn1,8.3,8.93,=,=
CNC(=O)[C@]1(C)CC[C@@H](Nc2ncc3c(Br)nn(-c4ccc(-c5nnc(C)s5)cc4)c3n2)C1,CDKL3,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.84,5.62,=,=
Cc1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c(C)c1,SGK2,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,5.5,6.4,=,=
CS(=O)(=O)CCn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,AURKB,Cc1cc(Nc2nn(Cc3csc(C)n3)c(=O)c3ccccc23)n[nH]1,7.96,4.62,=,=
CCn1c(-c2nonc2N)nc2cncc(OC3CCNCC3)c21,RPS6KA5,Cc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,7.68,6.1,=,=
NCCc1ccc(-c2c(O)cc(Cl)c3[nH]c(=O)c4sccc4c23)cc1F,NEK1,c1ccc(Nc2nccc(Nc3cc(C4CC4)[nH]n3)n2)cc1,8.26,6.07,=,=
Cn1cc(-c2ccc3occ(-c4cccc(-c5cn[nH]c5)c4)c3n2)cn1,HIPK3,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,6.79,4.7,=,=
O=c1c(NCc2cccc(C(F)(F)F)c2)c(Nc2ccncc2)c1=O,HIPK4,Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,6.8,5.3,=,=
COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccnc(F)c3)nc2)c1,PRKG1,COC(=O)Nn1c(C[C@H]2CCC[C@H](OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2c2ccccc2)n[nH]c1=O,6.5,5.13,=,=
Brc1cnc2[nH]cc(-c3ccccc3)c2c1,AURKB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,6.8,5.6,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,MINK1,CC(C)(C(N)=O)n1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,6.8,6.3,=,=
C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3cc(C)cs3)nc3ccccc31)C2,TXK,C=CC(=O)N1CCCN(C(=O)c2cc(Sc3cnc(NC(=O)c4cccc(CN5CCOCC5)c4)s3)c(C)cc2OC)CC1,7.77,6.26,=,=
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,MARK4,O=C(c1ccc2c(c1)Nc1ccccc1S2)c1nc2ccccn2c1-c1ccc(Br)cc1,5.75,5.01,=,=
Brc1ccc(Oc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1,TTBK1,CC(C)(O)C#Cc1cc2c(ccn2-c2ccnc(N)n2)c(N2CCOCC2)n1,6.12,6.87,=,=
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,TAOK2,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,4.55,5.68,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CAMK4,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccccc2)C1,5.57,6.44,=,=
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,MARK3,COc1cccc(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)c1,6.52,5.9,=,=
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,RIOK2,COc1ccc(-c2ccc3[nH]c(=O)c4nnn(-c5ccc(N6CCNCC6)cc5)c4c3c2)cn1,5.92,7.2,=,=
CC(=O)c1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2,TLK2,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,6.82,6.48,=,=
Cc1ccc(C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23)cc1,CSNK1G1,CC(Nc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1)c1ccccc1,7.7,5.95,=,=
CCS(=O)(=O)c1ccc(Cl)cc1CNC(=O)c1cc(Br)cc(N2CCNCC2)c1,DDR1,C[C@@H]1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCCN(C)CC4)cc(C(F)(F)F)c3)ccc21,5.78,6.78,=,=
COc1cccc(CNC(=O)c2cc3c(-c4ccccc4)n[nH]c3s2)c1,HIPK4,Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,6.9,6.4,=,=
CO[C@@H]1[C@H](N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAP3K2,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,7.28,5.64,=,=
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,MARK4,CN1C2CC1CN(c1ccc(Nc3ncc4ccn(CC5CCOCC5)c4n3)cc1)C2,5.28,4.9,=,=
COC(=O)c1cc2c(cc1C)/C(=C(/Nc1ccc(C(=O)N3CCN(CCO)CC3)cc1)c1ccccc1)C(=O)N2,PDGFRA,Cc1n[nH]c2nccc(-c3ccc(NC(=O)NC4CCC4)cc3)c12,8.18,6.13,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,NEK7,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,5.25,6.68,=,=
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,MAK,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.64,7.59,=,=
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,HIPK4,CCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)csc12,7.0,6.4,=,=
Cn1cc(-c2cccc(NS(=O)(=O)c3ccc(Cl)cc3F)c2F)c2c(N)ncnc21,EIF2AK3,CCOC(=O)c1oc2cnccc2c1Nc1ccc2c(O)c(F)ccc2c1,7.48,6.85,=,=
NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,MAPK12,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,5.35,6.44,=,=
COc1ccc2[nH]nc(C(=O)NCC3CCN(CCc4ccc(O)cc4)CC3)c2c1,CDK16,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,5.68,7.5,=,=
O=C(Nc1ccc(OC(F)(F)F)cc1-c1nc2ccccc2[nH]c1=O)c1cccs1,STK33,CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,6.96,6.0,=,=
CNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)nc3c2C(=O)N(CCOC)CC(C)(C)O3)cc1F,PIK3R1,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)NC4CC4)c(F)c3)c2C1=O,5.87,5.24,=,=
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,EPHB2,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,8.41,5.25,=,=
CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)CNC2=O,MAP3K10,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.73,7.9,=,=
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,CDKL1,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,7.22,6.31,=,=
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,VRK2,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,6.0,5.5,=,=
CN(C)CCNC(=O)c1cccc(-c2cnc3ccc(-n4cccc4)nn23)c1,CAMK2D,CC(C)(C)OC(=O)NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,7.24,5.42,=,=
COc1ccccc1C(C)NC(=O)c1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]ncc3c2)ccc1F,GRK1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4.82,6.14,=,=
COc1cc(C=C(C#N)c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,PKN2,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,5.2,7.0,=,=
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCCCNC(=O)OC(C)(C)C)c3)ncc2C)c1,ITK,O=C(Nc1cnn([C@H](CO)c2ccccc2)c1)c1n[nH]c2cc(-c3cn[nH]c3)ccc12,7.26,8.18,=,=
CC(O)C#Cc1ccc2[nH]c(C(C)(C)C)c(-c3ccnc(N)n3)c2c1,PIKFYVE,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1nc(-c2cccnc2)c2[nH]ccc2n1,5.6,4.8,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C#N)n1,INSR,CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(C=O)s1)n2CCC(N)=O,6.89,7.29,=,=
O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,BRSK1,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,7.9,5.7,=,=
CNC(=O)c1ccc(Nc2nc(OC3CCOCC3)c3c(-c4ccc5nc(C)oc5c4)c[nH]c3n2)c(C#N)c1,CLK2,COc1cc(Nc2nccc(Nc3cc(C4CCCCC4)no3)n2)cc(OC)c1OC,8.63,5.5,=,=
COc1ccc(F)c(CNC(=O)c2cc(-c3ccc4nc(NC(C)=O)cn4n3)c(C)nc2C)c1,RIPK1,CC(C)(C)C(=O)N1N=CCC1c1ccncc1,7.17,6.65,=,=
Cc1ccc(O)c(C)c1-c1cc(-c2ccncc2)cc(C(N)=O)c1N,PKMYT1,Cc1ccc(O)cc1-c1c(N)c(=O)[nH]c2cc(Cl)cnc12,7.0,7.74,=,=
COC[C@@H](CN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C)c3)nc2c1)OC(C)=O,FGFR1,C=CC(=O)Nc1ccccc1Nc1cc(N(Cc2ccncc2)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,7.21,6.3,=,=
Cc1cc(Nc2nc(N)nn2C(=O)NC(C)C)ccc1Cl,MAPK7,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,5.64,6.53,=,=
COc1cc(OC)c(F)c(N2Cc3cnc(-c4cn(C)nc4C)cc3N(C)C2=O)c1F,FGFR2,COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CCCN5CCOCC5)c4)nc3c2)c1.Cl,6.94,8.14,=,=
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,DCLK2,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,8.0,6.0,=,=
COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ERN2,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.04,7.66,=,=
Cc1ccc(Nc2ncnc3sc(-c4cccnc4C)cc23)cc1C,PIP4K2A,CCCCC(Nc1c(C#N)c(-c2ccc(-c3ccccc3OCC)cc2)nc2cnccc12)C(N)=O,6.5,5.64,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,ULK3,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,8.31,6.45,=,=
COCCn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)n[nH]c(=O)c21,RIPK1,COc1ncc(-c2cc(C(F)(F)F)c3c(N)ncnn23)cc1C(=O)N[C@@H]1CN(C(=O)c2ccc(F)c(F)c2)C[C@@H]1F,7.09,5.02,=,=
CC1CCN(c2cc(N3CCNCC3)ccc2NC(=O)c2cc(C#N)c[nH]2)CC1,CSF1R,N#Cc1cnc(C(=O)Nc2ccc(C3CCNCC3)cc2C2=CCCC2)[nH]1,9.0,8.1,=,=
c1coc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,STK4,CCOc1cc2ncnc(Nc3ccc(OCc4ncccc4C)cc3Cl)c2cc1NC(=O)CCCN(C)C,6.85,5.26,=,=
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,NEK7,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,6.19,5.4,=,=
O=C(Nc1ccc(Oc2cc(O)cc(O)c2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,STK39,O=C(Nc1ccc(Oc2ccc3ccccc3c2Br)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,6.19,6.58,=,=
CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAP3K9,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,8.7,5.52,=,=
NC(COc1cncc(-c2ccc3[nH]c(=O)oc3c2)c1)Cc1c[nH]c2ccccc12,PHKG2,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,5.6,6.12,=,=
Nc1ncc(-c2ccc([C@@]34C[C@@H]3CN(C3CCOCC3)C4)cc2)cc1C(=O)N[C@H]1CC[C@@H](O)CC1,ACVRL1,CC(C)(CN1CCCCC1)Oc1ccc(-c2cnc3c(-c4cccc5ncccc45)cnn3c2)nc1,6.6,7.32,=,=
O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,MAP4K2,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,8.1,6.56,=,=
CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,MAP2K3,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,5.28,5.92,=,=
Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(NC4CCCN4)ccc3OC(F)(F)F)ncc1CC2,PLK2,CC(=O)Nc1ccc2c(c1)NC(=O)/C2=C/c1ccc2cn[nH]c2c1,6.12,5.0,=,=
[C-]#[N+]c1cnc2c(NCC)nc(Nc3cc(C#N)cc(N4CC[C@@H](NC(=O)OC)[C@H](O)C4)c3Cl)nn12,CSNK2A2,COC(=O)N1CCC(N2CCN(c3cc(C#N)cc(Nc4nc(NC5CC5)c5ncc(C#N)n5n4)c3Cl)CC2)CC1,8.53,9.03,=,=
CC(C)COc1ncnc2[nH]cc(/C=C/C(=O)NC[C@@H](C)O)c12,TAB1,CNC(=O)/C=C/c1c[nH]c2ncnc(OCC(C)C)c12,5.6,7.39,=,=
CC(=O)N1Cc2c(-c3ccc(C(=O)N4CCCc5ccccc54)cc3)cnn2C[C@@H]1C,PINK1,CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,4.84,6.0,=,=
N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,FER,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(Oc4cc(NC)ncn4)c3)cc2C(F)(F)F)CC1,7.7,6.24,=,=
Cc1ccc2[nH]nc(-c3ccc(O)cc3)c2c1,MAPKAPK3,CS(=O)(=O)N(Cc1ccc2[nH]c(=O)c3cccn3c2c1)C1CC1,5.26,7.3,=,=
C=CC(=O)Nc1cc(CNc2nc(Nc3cc(OC)cc(OC)c3)c(C(N)=O)c3nccn23)ccc1C,ZAP70,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(CN(C)C)c(C)n4)n3)cc12,6.17,7.14,=,=
Cn1c(-c2ccnc3[nH]ccc23)cc(C(N)=O)c1-c1ccc(Cl)cc1Cl,CDC7,Nc1nccc(-n2cc(C3=CCOCC3)c3cnccc32)n1,7.85,6.8,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,SNRK,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,5.82,6.64,=,=
c1csc(-c2nc3cc4ccccc4cc3nc2-c2cccs2)c1,RPS6KB2,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.87,8.82,=,=
C=CC(=O)Nc1cc(Nc2n[nH]c3ccccc23)c(OC)cc1N(C)CCN(C)C,EGFR,C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N1CCCN(C)CC1,5.39,6.64,=,=
Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,ABL1,O=C(Nc1cc2ccc(-c3cncc(F)c3)cc2cn1)C1CC1,7.38,9.3,=,=
Fc1ccc2c(-c3ccc4c(c3)OCO4)n[nH]c2c1,MAPKAPK3,O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,4.68,5.1,=,=
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br,AXL,COc1cc2ncnc(Oc3ccc(Nc4nccc5c4c(=O)c(-c4cccc(C)c4)cn5C)cc3F)c2cc1OC,7.2,8.96,=,=
CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C)c3n2)CC1,MAPK10,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](COCc2ccc(OC)cc2)CC3)n1,6.62,7.96,=,=
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,STK16,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,5.96,5.0,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,SNRK,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,6.52,6.19,=,=
O=C(NNC(=S)Nc1ccc(Cl)cc1)C(O)(c1ccccc1)c1ccccc1,CAMK2G,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,5.5,7.4,=,=
c1ccc(-c2cnc3cncc(Nc4ccc(N5CCCCC5)cc4)c3n2)cc1,HIPK1,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,5.59,6.5,=,=
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,STK16,CCN(C)S(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,6.05,6.51,=,=
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,EPHA2,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,5.54,6.28,=,=
CNC(=O)C1CN(Cc2cc(F)cc(-c3ccc4ncnc(N)c4n3)c2)CCN1C,MAP4K4,O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,6.01,6.7,=,=
